periode,temp_max,nbj_ac,nj_vdc,prec_cumul,p_d_s,prec_intense,nbj_prec,nom,insee,secheresses,secheresse
H2,8.85,74,26,2026.8,19,17.7,4.57,CHATEL,74063,0,0
H2,16.89,43,11,789.07,26,7.07,4.71,LA TRANCHE-SUR-MER,85294,1,1
H2,16.89,43,10,780.91,26,6.87,4.56,L'AIGUILLON-LA-PRESQU'ILE,85001,1,1
H2,16.87,42,9,778.47,26,6.85,4.65,SAINT-MICHEL-EN-L'HERM,85255,1,1
H2,17.6,57,14,824.16,24,7.33,4.62,CHAMPAGNE-LES-MARAIS,85049,1,1
H2,17.98,62,17,811.2,24,7.23,4.3,MARANS,17218,1,1
H2,17.93,61,16,817.41,25,7.29,4.5,L'ILE-D'ELLE,85111,1,1
H2,17.54,56,13,817.31,24,7.28,4.35,TAUGON,17439,1,1
H2,17.52,56,14,817.91,24,7.28,4.35,DAMVIX,85078,1,1
H2,17.48,56,13,814.91,24,7.29,4.43,BENET,85020,1,1
H2,17.52,62,16,840.74,24,7.29,4.42,NIORT,79191,1,1
H2,17.34,62,16,849.27,24,7.39,4.43,CHAURAY,79081,1,1
H2,17.16,62,16,861.6,24,7.35,4.72,LA CRECHE,79048,1,1
H2,16.72,63,16,884.34,23,7.59,5.02,ROMANS,79231,1,1
H2,16.96,67,17,886.55,23,7.67,4.73,LA MOTHE-SAINT-HERAY,79184,0,0
H2,16.9,68,18,890.37,23,7.7,4.62,AVON,79023,0,0
H2,16.77,68,18,824.39,23,7.08,4.55,SAINT-SAUVANT,86244,0,0
H2,16.84,68,18,782.98,22,6.73,4.67,VALENCE-EN-POITOU,86082,0,0
H2,16.82,68,19,781.61,22,6.79,4.94,MARNAY,86148,0,0
H2,16.85,68,19,780.36,22,6.77,4.94,MAGNE,86141,0,0
H2,16.8,69,18,787.24,22,6.69,4.8,BRION,86038,0,0
H2,16.8,69,19,787.73,22,6.73,4.88,BOURESSE,86034,0,0
H2,16.98,72,20,776.74,23,6.46,4.92,PERSAC,86190,0,0
H2,16.73,71,20,783.78,23,6.55,4.7,SAULGE,86254,0,0
H2,16.62,72,21,782.38,22,6.59,4.56,LATHUS-SAINT-REMY,86120,0,0
H2,16.34,72,21,789.05,22,6.74,4.45,BRIGUEIL-LE-CHANTRE,86037,0,0
H2,16.24,72,21,791.86,22,6.83,4.55,BRIGUEIL-LE-CHANTRE,86037,0,0
H2,16.34,77,24,851.25,21,7.07,4.35,JOUAC,87080,0,0
H2,16.26,74,22,967.07,21,8.29,4.68,SAINT-GEORGES-LES-LANDES,87145,0,0
H2,15.48,79,25,897.08,20,7.6,4.83,AZERABLES,23015,0,0
H2,15.99,77,23,938.57,20,7.92,4.67,SAINT-SEBASTIEN,23239,0,0
H2,16.18,77,23,930.74,20,8.07,4.67,FRESSELINES,23087,0,0
H2,16.12,77,23,927.21,20,7.9,4.75,LOURDOUEIX-SAINT-PIERRE,23112,0,0
H2,15.82,77,23,941.12,20,8.0,4.72,LINARD-MALVAL,23109,0,0
H2,16.0,82,26,910.75,20,7.64,4.77,MOUTIER-MALCARD,23139,0,0
H2,15.63,82,25,921.93,19,7.65,4.44,BETETE,23022,0,0
H2,15.29,81,25,939.3,19,7.76,4.44,BOUSSAC-BOURG,23032,0,0
H2,15.17,82,24,881.72,19,7.18,4.45,LEYRAT,23108,0,0
H2,15.41,83,25,879.76,18,7.14,4.57,ARCHIGNAT,03005,0,0
H2,16.39,84,26,850.11,18,6.91,4.47,HURIEL,03128,0,0
H2,16.66,83,25,747.58,21,6.06,4.53,SAINT-VICTOR,03262,0,0
H2,15.93,83,24,862.22,19,7.1,4.44,BIZENEUILLE,03031,0,0
H2,15.8,83,26,846.07,20,7.16,4.44,DENEUILLE-LES-MINES,03097,0,0
H2,16.07,84,27,807.53,20,6.71,4.5,SAINT-PRIEST-EN-MURAT,03256,0,0
H2,15.21,82,26,833.39,20,6.94,4.42,DEUX-CHAISES,03099,0,0
H2,15.41,82,26,835.2,19,6.94,4.75,LE THEIL,03281,0,0
H2,16.17,84,26,819.52,20,6.79,4.38,MEILLARD,03169,0,0
H2,16.79,84,25,793.49,20,6.46,4.35,LA FERTE-HAUTERIVE,03114,0,0
H2,16.5,84,25,801.12,20,6.53,4.42,SAINT-GERAND-DE-VAUX,03234,0,0
H2,16.47,85,26,805.14,21,6.54,4.43,TRETEAU,03289,0,0
H2,16.22,86,27,821.88,21,6.59,4.67,SORBIER,03274,0,0
H2,15.45,82,25,870.5,21,7.18,4.48,MONTCOMBROUX-LES-MINES,03181,0,0
H2,15.8,83,25,853.64,21,7.08,4.48,SAINT-DIDIER-EN-DONJON,03226,0,0
H2,16.07,82,25,847.29,21,6.97,4.65,LUNEAU,03154,0,0
H2,16.11,82,25,889.73,21,7.36,4.74,VERSAUGUES,71573,0,0
H2,15.8,81,24,947.57,21,7.89,4.54,POISSON,71354,0,0
H2,15.32,81,24,970.2,21,8.05,4.58,SAINT-GERMAIN-EN-BRIONNAIS,71421,0,0
H2,15.02,81,25,977.35,21,8.11,4.7,OZOLLES,71339,0,0
H2,14.56,80,25,1000.3,20,8.32,4.85,DOMPIERRE-LES-ORMES,71178,0,0
H2,15.18,80,25,973.29,20,7.98,4.87,NAVOUR-SUR-GROSNE,71134,0,0
H2,15.08,79,25,961.08,19,7.96,4.57,SOLOGNY,71525,0,0
H2,15.7,77,23,938.87,21,7.78,4.7,LA ROCHE-VINEUSE,71371,0,0
H2,16.59,76,23,1015.68,20,8.22,4.35,FEILLENS,01159,0,0
H2,16.48,77,24,1022.99,21,8.31,4.46,BAGE-DOMMARTIN,01025,0,0
H2,16.44,78,24,1033.37,21,8.36,4.49,MARSONNAS,01236,0,0
H2,16.34,78,25,1036.92,21,8.41,4.35,BRESSE VALLONS,01130,0,0
H2,16.25,79,26,1040.53,21,8.4,4.35,BENY,01038,0,0
H2,15.16,80,26,1532.68,19,13.15,4.27,VAL SURAN,39485,0,0
H2,14.73,82,27,1584.65,19,13.61,4.4,VOSBLES-VALFIN,39583,0,0
H2,14.55,83,27,1604.38,19,13.75,4.62,CONDES,39163,0,0
H2,14.2,83,31,1803.4,19,15.77,4.85,VIRY,39579,0,0
H2,12.62,86,33,1956.08,19,17.06,4.62,LES BOUCHOUX,39068,0,0
H2,10.8,84,31,2110.98,18,17.98,4.31,BELLECOMBE,39046,0,0
H2,12.85,86,33,1750.66,19,15.14,4.57,ECHENEVEX,01153,0,0
H2,15.08,82,30,1371.55,20,11.77,4.63,SAUVERNY,01397,0,0
H2,15.47,74,25,1120.97,21,9.62,4.7,CHENS-SUR-LEMAN,74070,0,0
H2,14.97,75,26,1156.71,20,9.96,4.62,BALLAISON,74025,0,0
H2,14.05,77,27,1235.01,20,10.7,4.63,PERRIGNIER,74210,0,0
H2,12.5,80,28,1766.03,20,15.42,4.65,VAILLY,74287,0,0
H2,11.96,82,30,1794.3,19,15.63,4.33,LE BIOT,74034,0,0
H2,9.89,77,28,1944.68,19,17.02,4.4,ABONDANCE,74001,0,0
H2,10.05,77,28,1911.65,19,16.78,4.55,CHATEL,74063,0,0
H2,16.91,45,11,786.18,26,6.99,4.9,SAINT-VINCENT-SUR-JARD,85278,1,1
H2,16.84,43,11,789.37,26,7.09,4.83,LONGEVILLE-SUR-MER,85127,1,1
H2,17.61,59,16,830.34,25,7.3,4.65,GRUES,85104,1,1
H2,17.61,59,16,830.05,25,7.33,4.54,SAINT-MICHEL-EN-L'HERM,85255,1,1
H2,17.59,57,15,824.48,24,7.33,4.6,CHAMPAGNE-LES-MARAIS,85049,1,1
H2,17.57,57,14,822.42,24,7.24,4.56,SAINTE-RADEGONDE-DES-NOYERS,85267,1,1
H2,17.55,57,14,818.98,24,7.25,4.54,LA TAILLEE,85286,1,1
H2,17.49,56,14,817.76,24,7.17,4.21,MONTREUIL,85148,1,1
H2,17.45,56,13,818.52,25,7.17,4.44,SAINT-PIERRE-LE-VIEUX,85265,1,1
H2,17.24,56,14,827.59,25,7.24,4.54,SAINT-POMPAIN,79290,1,1
H2,17.33,63,16,848.01,24,7.34,4.7,VILLIERS-EN-PLAINE,79351,1,1
H2,17.25,62,16,852.3,24,7.39,4.54,ECHIRE,79109,1,1
H2,17.05,62,16,861.19,24,7.33,4.72,CHERVEUX,79086,1,1
H2,16.88,63,16,866.14,23,7.46,4.83,SAINT-MAIXENT-L'ECOLE,79270,1,1
H2,16.57,63,16,924.78,23,7.96,4.54,SOUDAN,79316,1,1
H2,16.52,68,18,766.87,24,6.66,4.54,ROUILLE,86213,0,0
H2,16.6,68,19,763.31,23,6.56,4.35,LUSIGNAN,86139,0,0
H2,16.79,68,19,755.12,23,6.5,4.5,MARIGNY-CHEMEREAU,86147,0,0
H2,16.92,68,18,775.09,22,6.71,4.95,CHATEAU-LARCHER,86065,0,0
H2,16.84,69,18,779.91,22,6.72,4.9,GIZAY,86105,0,0
H2,16.84,69,18,776.03,22,6.7,4.79,DIENNE,86094,0,0
H2,16.94,69,19,783.93,22,6.6,4.88,LHOMMAIZE,86131,0,0
H2,16.88,71,20,783.38,23,6.47,4.87,LUSSAC-LES-CHATEAUX,86140,0,0
H2,16.92,71,20,779.44,22,6.46,5.02,SILLARS,86262,0,0
H2,16.84,71,20,774.86,22,6.46,4.68,JOURNET,86118,0,0
H2,16.74,72,21,775.14,22,6.61,4.46,LA TRIMOUILLE,86273,0,0
H2,16.47,72,21,783.55,22,6.76,4.56,THOLLET,86270,0,0
H2,16.74,77,23,834.87,21,7.02,4.37,CHAILLAC,36035,0,0
H2,16.51,77,23,843.87,21,7.09,4.42,CHAILLAC,36035,0,0
H2,15.99,78,24,872.78,20,7.37,4.5,PARNAC,36150,0,0
H2,15.91,78,24,879.11,20,7.46,4.58,EGUZON-CHANTOME,36070,0,0
H2,15.62,78,24,891.54,20,7.47,4.83,SAINT-PLANTAIRE,36207,0,0
H2,15.05,78,24,917.32,20,7.62,4.94,MEASNES,23130,0,0
H2,14.84,77,23,926.83,20,7.75,4.85,AIGURANDE,36001,0,0
H2,14.73,77,23,928.14,20,7.77,4.73,POULIGNY-NOTRE-DAME,36163,0,0
H2,15.1,78,23,909.52,19,7.58,4.82,VIGOULANT,36238,0,0
H2,14.9,79,24,914.91,19,7.62,4.83,SAINT-PRIEST-LA-MARCHE,18232,0,0
H2,15.64,83,25,866.5,20,7.06,4.5,SAINT-PALAIS,03249,0,0
H2,15.76,82,24,861.5,19,6.99,4.48,VIPLAIX,03317,0,0
H2,16.51,83,25,838.85,20,6.86,4.44,LA CHAPELAUDE,03055,0,0
H2,16.75,83,25,741.94,21,6.11,4.53,REUGNY,03213,0,0
H2,16.41,84,26,839.77,20,7.07,4.23,HAUT-BOCAGE,03158,0,0
H2,16.18,81,25,816.72,20,7.03,4.4,SAUVAGNY,03269,0,0
H2,16.63,84,27,784.92,20,6.57,4.29,BUXIERES-LES-MINES,03046,0,0
H2,15.77,83,26,811.36,20,6.75,4.2,ROCLES,03214,0,0
H2,15.51,82,27,824.92,20,6.87,4.27,CHATILLON,03069,0,0
H2,16.37,85,28,801.96,20,6.68,4.63,BRESNAY,03039,0,0
H2,16.84,84,25,787.04,20,6.44,4.31,CHEMILLY,03073,0,0
H2,16.55,84,25,796.79,21,6.5,4.33,NEUILLY-LE-REAL,03197,0,0
H2,16.45,85,26,805.79,21,6.55,4.33,MERCY,03171,0,0
H2,16.08,82,25,840.03,21,7.01,4.57,VAUMAS,03300,0,0
H2,15.99,83,25,853.91,21,7.09,4.75,SALIGNY-SUR-ROUDON,03265,0,0
H2,16.09,82,25,847.38,21,7.04,4.69,MONETAY-SUR-LOIRE,03177,0,0
H2,16.25,81,25,839.64,21,6.96,4.7,CHASSENARD,03063,0,0
H2,16.12,82,25,889.04,21,7.36,4.7,VARENNE-SAINT-GERMAIN,71557,0,0
H2,15.95,83,26,899.51,21,7.51,4.62,HAUTEFOND,71232,0,0
H2,15.73,81,25,954.25,21,8.0,4.57,CHAROLLES,71106,0,0
H2,15.36,81,24,959.94,20,7.97,4.69,VENDENESSE-LES-CHAROLLES,71564,0,0
H2,15.07,80,24,975.33,20,8.07,4.73,SUIN,71529,0,0
H2,15.14,79,25,974.88,20,8.05,4.73,CHATEAU,71112,0,0
H2,15.3,79,24,971.68,20,8.01,5.02,CLUNY,71137,0,0
H2,15.66,77,23,950.96,20,7.97,4.9,SAINT-MAURICE-DE-SATONNAY,71460,0,0
H2,16.56,76,24,1017.39,20,8.36,4.37,SAINT-ALBAIN,71383,0,0
H2,16.53,77,24,1023.88,21,8.34,4.56,SAINT-ETIENNE-SUR-REYSSOUZE,01352,0,0
H2,16.47,77,24,1027.09,21,8.28,4.52,MANTENAY-MONTLIN,01230,0,0
H2,16.37,78,25,1037.85,22,8.38,4.48,CORMOZ,01124,0,0
H2,16.27,77,25,1426.01,20,12.29,4.42,DOMSURE,01147,0,0
H2,14.92,79,26,1556.34,20,13.36,4.45,VAL-D'EPY,39209,0,0
H2,14.88,81,27,1567.78,19,13.48,4.32,DRAMELAY,39204,0,0
H2,14.32,83,28,1631.28,20,14.06,4.65,ARINTHOD,39016,0,0
H2,13.86,85,32,1686.26,19,14.41,4.67,MARTIGNA,39318,0,0
H2,14.22,84,30,1806.34,19,15.6,4.65,AVIGNON-LES-SAINT-CLAUDE,39032,0,0
H2,11.84,85,32,2013.1,18,17.21,4.62,SEPTMONCEL LES MOLUNES,39510,0,0
H2,10.61,82,30,1906.13,19,16.67,4.4,LAJOUX,39274,0,0
H2,13.49,84,32,1492.55,21,12.89,4.63,DIVONNE-LES-BAINS,01143,0,0
H2,15.41,74,25,1105.88,21,9.52,4.4,MESSERY,74180,0,0
H2,15.53,74,25,1112.22,21,9.54,4.7,YVOIRE,74315,0,0
H2,15.38,72,25,1114.53,21,9.71,4.58,THONON-LES-BAINS,74281,0,0
H2,14.43,77,27,1208.38,21,10.66,4.54,CHAMPANGES,74057,0,0
H2,13.56,84,32,1682.76,20,14.89,4.79,SAINT-PAUL-EN-CHABLAIS,74249,0,0
H2,9.8,75,27,1909.55,19,16.71,4.62,NOVEL,74203,0,0
H2,16.93,45,11,789.17,26,7.05,4.32,LES SABLES-D'OLONNE,85194,1,1
H2,16.82,45,11,793.52,26,7.01,4.42,TALMONT-SAINT-HILAIRE,85288,1,1
H2,16.77,44,11,792.58,26,6.99,4.65,TALMONT-SAINT-HILAIRE,85288,1,1
H2,17.1,57,16,855.66,26,7.57,4.81,LE BERNARD,85022,1,1
H2,17.44,59,17,838.46,24,7.37,4.67,SAINT-VINCENT-SUR-GRAON,85277,1,1
H2,17.54,59,16,833.97,25,7.34,4.7,LAIROUX,85117,1,1
H2,17.48,57,15,823.81,25,7.29,4.57,LUCON,85128,1,1
H2,17.49,57,15,817.46,24,7.27,4.6,NALLIERS,85159,1,1
H2,17.33,57,15,820.68,24,7.33,4.71,PETOSSE,85174,1,1
H2,17.27,57,15,813.98,24,7.21,4.58,LONGEVES,85126,1,1
H2,17.05,56,14,831.07,25,7.32,4.37,SAINT-MICHEL-LE-CLOUCQ,85256,1,1
H2,17.01,56,14,840.06,25,7.34,4.5,SAINT-HILAIRE-DES-LOGES,85227,1,1
H2,17.07,63,16,860.47,24,7.45,4.63,ARDIN,79012,1,1
H2,16.89,63,16,916.22,23,7.96,4.57,COURS,79104,1,1
H2,16.51,63,16,936.02,23,8.14,4.56,LA CHAPELLE-BATON,79070,1,1
H2,16.37,64,16,941.7,23,8.12,4.62,CLAVE,79092,1,1
H2,16.35,64,16,943.16,23,8.13,4.62,LES CHATELIERS,79105,1,1
H2,16.54,63,16,921.11,23,8.05,4.5,SANXAY,86253,1,1
H2,16.56,68,19,765.21,23,6.58,4.35,JAZENEUIL,86116,0,0
H2,16.57,68,19,763.63,23,6.57,4.49,COULOMBIERS,86083,0,0
H2,16.88,69,18,776.76,22,6.65,4.87,ITEUIL,86113,0,0
H2,16.88,69,19,777.59,22,6.64,4.69,NOUAILLE-MAUPERTUIS,86180,0,0
H2,16.88,69,19,772.82,22,6.63,4.69,FLEURE,86099,0,0
H2,17.03,69,18,776.5,22,6.62,4.9,VALDIVIENNE,86233,0,0
H2,16.86,71,20,783.26,22,6.46,4.85,CHAUVIGNY,86070,0,0
H2,16.88,71,20,780.69,22,6.47,5.01,ANTIGNY,86006,0,0
H2,16.82,71,20,780.47,22,6.47,4.79,HAIMS,86110,0,0
H2,16.84,71,20,775.68,23,6.59,4.85,LIGLET,86132,0,0
H2,16.68,72,20,791.88,22,6.75,4.54,BELABRE,36016,0,0
H2,16.63,71,20,798.03,22,6.8,4.31,PRISSAC,36168,0,0
H2,16.42,71,19,805.36,21,6.89,4.35,PRISSAC,36168,0,0
H2,16.46,76,22,848.27,21,7.14,4.4,CHAZELET,36049,0,0
H2,16.4,77,24,857.23,20,7.3,4.63,CEAULMONT,36032,0,0
H2,16.08,77,24,873.9,20,7.4,4.75,POMMIERS,36160,0,0
H2,15.66,78,24,886.22,21,7.46,4.65,CLUIS,36056,0,0
H2,15.57,78,23,890.18,20,7.55,4.77,SAINT-DENIS-DE-JOUHET,36189,0,0
H2,15.57,78,23,894.25,20,7.55,4.9,CHASSIGNOLLES,36043,0,0
H2,15.74,77,23,886.11,20,7.42,4.78,FEUSINES,36073,0,0
H2,15.27,77,22,906.73,20,7.65,4.9,URCIERS,36227,0,0
H2,15.75,81,24,880.69,20,7.37,4.67,SAINT-SATURNIN,18234,0,0
H2,15.86,81,24,877.48,19,7.38,4.55,VESDUN,18278,0,0
H2,15.86,79,23,825.79,20,6.92,4.62,SAINT-DESIRE,03225,0,0
H2,16.93,83,25,730.94,22,5.96,4.65,VALLON-EN-SULLY,03297,0,0
H2,16.06,81,25,826.03,20,7.08,4.35,HERISSON,03127,0,0
H2,15.85,81,25,834.96,20,7.2,4.35,LOUROUX-BOURBONNAIS,03150,0,0
H2,15.93,81,26,836.34,20,7.17,4.77,VIEURE,03312,0,0
H2,16.45,84,28,799.26,20,6.67,4.32,SAINT-AUBIN-LE-MONIAL,03218,0,0
H2,16.48,84,27,792.94,20,6.66,4.3,MEILLERS,03170,0,0
H2,15.89,81,25,836.27,20,7.19,4.45,SOUVIGNY,03275,0,0
H2,16.41,81,25,826.21,20,6.78,4.58,BRESSOLLES,03040,0,0
H2,16.11,82,25,838.95,20,6.93,4.58,TOULON-SUR-ALLIER,03286,0,0
H2,16.18,82,26,837.54,21,6.89,4.57,CHAPEAU,03054,0,0
H2,16.27,81,25,834.32,20,6.92,4.7,SAINT-POURCAIN-SUR-BESBRE,03253,0,0
H2,16.33,81,25,830.81,21,6.92,4.69,DIOU,03100,0,0
H2,16.3,81,24,837.98,22,6.94,4.63,COULANGES,03086,0,0
H2,15.99,82,25,892.67,21,7.54,4.6,LA MOTTE-SAINT-JEAN,71325,0,0
H2,16.06,82,25,887.3,21,7.43,4.83,DIGOIN,71176,0,0
H2,16.02,82,25,894.76,21,7.38,4.62,SAINT-VINCENT-BRAGNY,71490,0,0
H2,15.55,80,24,960.75,20,7.9,4.67,GRANDVAUX,71224,0,0
H2,15.44,80,24,958.42,20,7.88,4.58,MORNAY,71323,0,0
H2,15.33,79,24,963.62,20,8.02,4.78,SAINT-BONNET-DE-JOUX,71394,0,0
H2,15.98,80,25,937.89,20,7.86,4.79,LA VINEUSE SUR FREGANDE,71582,0,0
H2,15.99,79,24,941.49,20,7.83,4.95,MASSILLY,71287,0,0
H2,15.22,77,24,977.3,20,8.12,4.75,CRUZILLE,71156,0,0
H2,16.21,75,23,919.37,21,7.6,4.78,UCHIZY,71550,0,0
H2,16.53,77,24,1018.58,21,8.32,4.63,SERMOYER,01402,0,0
H2,15.98,76,24,1049.5,20,8.81,4.68,VERNOUX,01433,0,0
H2,15.97,76,24,1049.7,21,8.75,4.7,CURCIAT-DONGALON,01139,0,0
H2,15.86,77,25,1058.16,21,8.96,4.67,DOMMARTIN-LES-CUISEAUX,71177,0,0
H2,15.04,79,26,1543.68,20,13.27,4.44,CHAMPAGNAT,71079,0,0
H2,14.75,81,27,1582.33,19,13.62,4.35,NANCUISE,39380,0,0
H2,14.53,83,28,1619.3,19,13.82,4.77,SARROGNA,39504,0,0
H2,13.95,84,28,1680.9,19,14.25,4.79,CHARCHILLA,39106,0,0
H2,12.84,85,30,1927.2,18,16.8,4.77,LESCHERES,39293,0,0
H2,12.57,87,32,1966.03,18,17.16,4.75,LONGCHAUMOIS,39297,0,0
H2,10.8,84,30,2091.74,18,17.96,4.6,PREMANON,39441,0,0
H2,10.54,85,32,2123.22,18,18.09,4.7,LES ROUSSES,39470,0,0
H2,15.56,73,25,1088.15,21,9.34,4.7,LUGRIN,74154,0,0
H2,15.54,73,25,1104.29,21,9.46,4.65,MEILLERIE,74175,0,0
H2,16.82,45,11,788.84,26,7.02,4.29,LES SABLES-D'OLONNE,85194,1,1
H2,17.05,58,15,865.33,25,7.55,4.58,SAINTE-FOY,85214,1,1
H2,16.96,57,16,871.07,25,7.61,4.55,POIROUX,85179,1,1
H2,16.84,57,16,870.97,25,7.64,4.55,SAINT-AVAUGOURD-DES-LANDES,85200,1,1
H2,16.94,56,15,851.66,24,7.58,4.6,LE CHAMP-SAINT-PERE,85050,1,1
H2,17.05,56,15,843.6,24,7.4,4.58,LA COUTURE,85074,1,1
H2,17.35,58,15,819.81,24,7.25,4.5,BESSAY,85023,1,1
H2,17.23,57,15,819.96,24,7.35,4.46,SAINT-JEAN-D'HERMINE,85223,1,1
H2,17.1,57,15,822.86,24,7.27,4.67,SAINT-VALERIEN,85274,1,1
H2,16.62,55,14,843.76,24,7.39,4.32,MARSAIS-SAINTE-RADEGONDE,85137,1,1
H2,16.62,54,14,844.42,24,7.38,4.25,MERVENT,85143,1,1
H2,16.76,59,16,889.73,24,7.65,4.55,FAYMOREAU,85087,1,1
H2,16.73,64,17,920.38,23,7.94,4.53,FENIOUX,79119,1,1
H2,16.38,64,17,942.59,23,8.18,4.63,LE RETAIL,79226,1,1
H2,16.2,64,17,953.58,23,8.3,4.57,SAINT-PARDOUX-SOUTIERS,79285,1,1
H2,16.19,64,17,952.24,23,8.23,4.71,BEAULIEU-SOUS-PARTHENAY,79029,1,1
H2,16.19,63,16,950.0,23,8.22,4.6,VAUSSEROUX,79340,1,1
H2,16.43,63,16,926.61,23,7.98,4.44,VASLES,79339,1,1
H2,16.55,68,19,760.04,23,6.56,4.44,BOIVRE-LA-VALLEE,86123,0,0
H2,16.63,68,19,763.3,24,6.51,4.88,BERUGES,86024,0,0
H2,16.92,69,19,769.62,22,6.64,4.55,VOUNEUIL-SOUS-BIARD,86297,0,0
H2,16.93,68,19,772.9,22,6.69,4.54,MIGNALOUX-BEAUVOIR,86157,0,0
H2,16.93,69,18,777.89,22,6.62,4.67,SAINT-JULIEN-L'ARS,86226,0,0
H2,17.02,69,18,783.42,22,6.63,5.0,CHAUVIGNY,86070,0,0
H2,16.81,71,20,791.01,22,6.51,5.0,CHAUVIGNY,86070,0,0
H2,16.91,71,20,786.75,22,6.47,5.02,SAINT-SAVIN,86246,0,0
H2,16.96,71,20,781.58,23,6.51,4.92,SAINT-GERMAIN,86223,0,0
H2,16.7,70,19,750.37,23,6.3,5.04,CONCREMIERS,36058,0,0
H2,16.87,71,19,792.32,22,6.72,4.58,MAUVIERES,36114,0,0
H2,16.72,71,19,796.38,22,6.78,4.38,CIRON,36053,0,0
H2,16.52,72,20,801.31,22,6.84,4.5,RIVARENNES,36172,0,0
H2,16.86,76,22,832.03,21,6.99,4.37,ARGENTON-SUR-CREUSE,36006,0,0
H2,16.78,76,22,840.07,21,7.12,4.48,LE PECHEREAU,36154,0,0
H2,16.39,76,22,856.58,20,7.2,4.63,MAILLET,36110,0,0
H2,16.36,76,22,857.41,20,7.21,4.63,GOURNAY,36084,0,0
H2,16.29,76,22,859.91,21,7.23,4.75,FOUGEROLLES,36078,0,0
H2,16.26,76,22,863.95,21,7.23,4.75,MONTGIVRAY,36127,0,0
H2,16.23,77,22,866.89,20,7.25,4.75,MONTLEVICQ,36130,0,0
H2,16.15,77,22,862.81,20,7.25,4.73,CHATEAUMEILLANT,18057,0,0
H2,16.02,79,23,816.62,20,6.9,4.82,LE CHATELET,18059,0,0
H2,16.45,80,23,850.13,20,7.14,4.63,SAINT-CHRISTOPHE-LE-CHAUDRY,18203,0,0
H2,16.2,78,23,808.75,20,6.86,4.33,SAULZAIS-LE-POTIER,18245,0,0
H2,17.0,82,24,726.12,22,5.95,4.25,EPINEUIL-LE-FLEURIEL,18089,0,0
H2,15.71,81,24,842.62,20,7.14,4.35,LE BRETHON,03041,0,0
H2,15.33,80,24,852.75,20,7.29,4.35,CERILLY,03048,0,0
H2,15.86,81,25,841.88,20,7.25,4.77,THENEUILLE,03282,0,0
H2,15.98,81,25,838.15,21,7.2,4.6,BOURBON-L'ARCHAMBAULT,03036,0,0
H2,16.23,80,25,822.42,21,7.04,4.32,SAINT-MENOUX,03247,0,0
H2,16.19,80,24,821.82,20,7.13,4.5,MARIGNY,03162,0,0
H2,16.46,80,25,813.1,21,6.8,4.68,AVERMES,03013,0,0
H2,16.2,81,25,823.38,21,6.87,4.8,CHEZY,03076,0,0
H2,16.34,81,25,830.94,20,6.81,4.68,CHEVAGNES,03074,0,0
H2,16.43,81,24,826.98,21,6.83,4.71,BEAULON,03019,0,0
H2,16.32,81,25,870.96,20,7.27,4.9,BOURBON-LANCY,71047,0,0
H2,15.76,82,26,892.74,21,7.5,4.77,CHALMOUX,71075,0,0
H2,15.55,82,26,909.67,21,7.58,4.73,NEUVY-GRANDCHAMP,71330,0,0
H2,15.97,82,26,892.06,22,7.44,4.75,GUEUGNON,71230,0,0
H2,15.91,80,25,943.13,21,7.85,4.8,OUDRY,71334,0,0
H2,15.84,80,25,946.5,21,7.83,4.82,GENELARD,71212,0,0
H2,15.36,80,24,961.98,21,7.94,4.58,LE ROUSSET-MARIZY,71279,0,0
H2,15.2,79,24,968.91,20,8.05,4.85,LE ROUSSET-MARIZY,71279,0,0
H2,15.99,80,24,934.79,20,7.8,4.81,SAINT-HURUGE,71427,0,0
H2,15.79,75,22,874.76,21,7.37,4.92,MALAY,71272,0,0
H2,15.36,76,23,898.82,21,7.55,4.85,LA CHAPELLE-SOUS-BRANCION,71094,0,0
H2,16.08,75,23,929.85,21,7.69,4.69,TOURNUS,71543,0,0
H2,16.09,75,24,1049.76,20,8.93,4.79,CUISERY,71158,0,0
H2,16.05,76,24,1043.74,21,8.71,4.69,LA CHAPELLE-THECLE,71097,0,0
H2,16.0,76,23,1046.72,21,8.73,4.62,MONTPONT-EN-BRESSE,71318,0,0
H2,15.96,77,25,1052.99,21,8.88,4.55,FRONTENAUD,71209,0,0
H2,15.3,79,26,1303.34,20,11.21,4.63,AUGEA,39025,0,0
H2,14.57,81,26,1607.42,19,13.75,4.54,AUGISEY,39027,0,0
H2,14.48,82,28,1616.56,19,13.95,4.55,MERONA,39324,0,0
H2,14.43,82,27,1625.68,19,14.02,4.63,SOUCIA,39519,0,0
H2,12.8,85,31,1932.62,18,16.86,4.82,CHATEL-DE-JOUX,39118,0,0
H2,12.23,86,31,1990.77,18,17.23,4.56,GRANDE-RIVIERE CHATEAU,39258,0,0
H2,11.52,85,30,2034.81,18,17.45,4.6,MORBIER,39367,0,0
H2,10.14,83,30,2147.26,18,18.26,4.56,BOIS-D'AMONT,39059,0,0
H2,16.79,45,10,777.8,26,6.83,4.5,BRETIGNOLLES-SUR-MER,85035,1,1
H2,16.59,44,10,786.75,27,6.9,4.52,L'ILE-D'OLONNE,85112,1,1
H2,17.05,58,15,867.18,25,7.57,4.52,LES ACHARDS,85152,1,1
H2,16.87,57,16,870.53,24,7.61,4.44,SAINTE-FLAIVE-DES-LOUPS,85211,1,1
