periode,temp_max,nbj_ac,nj_vdc,prec_cumul,p_d_s,prec_intense,nbj_prec,nom,insee,secheresses,secheresse
H1,15.65,70,23,783.82,21,6.55,4.01,ERVY-LE-CHATEL,10140,0,0
H1,15.42,70,23,791.62,21,6.61,4.01,VANLAY,10395,0,0
H1,15.09,71,24,806.99,20,6.8,4.04,CUSSANGY,10120,0,0
H1,14.91,74,25,874.03,20,7.54,3.96,PARGUES,10278,0,0
H1,14.94,74,25,873.32,20,7.53,3.96,BAGNEUX-LA-FOSSE,10025,0,0
H1,15.02,74,25,869.15,20,7.51,4.15,GYE-SUR-SEINE,10170,0,0
H1,14.72,75,25,885.41,20,7.71,4.1,ESSOYES,10141,0,0
H1,15.46,75,25,887.49,20,7.84,4.13,AUTRICOURT,21034,0,0
H1,14.81,74,25,958.42,20,8.38,4.0,LANTY-SUR-AUBE,52272,0,0
H1,14.75,75,25,961.27,19,8.41,4.05,LATRECEY-ORMOY-SUR-AUBE,52274,0,0
H1,14.69,76,26,961.36,20,8.42,4.0,CHATEAUVILLAIN,52114,0,0
H1,14.09,74,25,981.48,19,8.54,3.96,RICHEBOURG,52422,0,0
H1,13.92,74,25,986.75,19,8.57,3.98,LEFFONDS,52282,0,0
H1,13.77,71,24,954.43,20,8.31,4.1,THIVET,52488,0,0
H1,13.5,71,24,964.27,20,8.32,4.55,POINSON-LES-NOGENT,52396,0,0
H1,13.75,71,24,955.69,20,8.25,4.37,VAL-DE-MEUSE,52332,0,0
H1,13.73,71,24,956.17,19,8.25,4.42,LE CHATELET-SUR-MEUSE,52400,0,0
H1,14.02,72,24,980.62,20,8.4,4.77,SERQUEUX,52470,0,0
H1,14.13,73,25,976.78,19,8.34,4.31,AINVELLE,88004,0,0
H1,14.77,75,26,1053.16,19,9.18,4.45,GODONCOURT,88208,0,0
H1,14.5,74,25,1006.18,20,8.74,4.3,PASSAVANT-LA-ROCHERE,70404,0,0
H1,14.59,76,27,1075.07,20,9.39,4.58,PONT-DU-BOIS,70419,0,0
H1,14.18,76,28,1103.63,20,9.61,4.42,TREMONZEY,88479,0,0
H1,13.42,76,28,1142.07,20,9.9,4.23,LE CLERJUS,88108,0,0
H1,13.14,78,29,1567.77,18,13.47,4.44,LE VAL-D'AJOL,88487,0,0
H1,12.39,79,31,1632.01,18,14.09,4.06,GIRMONT-VAL-D'AJOL,88205,0,0
H1,12.34,79,31,1637.32,18,14.11,4.23,VECOUX,88498,0,0
H1,11.93,78,29,1661.25,18,14.16,4.2,SAULXURES-SUR-MOSELOTTE,88447,0,0
H1,11.03,78,30,1657.54,18,14.12,4.62,VENTRON,88500,0,0
H1,11.12,78,29,1655.6,17,14.12,4.7,ODEREN,68247,0,0
H1,10.93,75,28,1612.47,16,13.66,4.71,LAUTENBACHZELL,68178,0,0
H1,13.97,78,29,800.1,19,6.64,4.68,ORSCHWIHR,68250,0,0
H1,15.43,76,26,747.43,19,6.34,4.88,GUNDOLSHEIM,68116,0,0
H1,15.46,75,25,748.0,20,6.34,4.65,HIRTZFELDEN,68140,0,0
H1,15.46,75,25,748.01,20,6.34,4.65,FESSENHEIM,68091,0,0
H1,15.43,76,27,763.75,20,6.27,4.71,FESSENHEIM,68091,0,0
H1,15.52,29,8,809.36,25,6.99,4.38,PLOVAN,29214,1,1
H1,15.84,36,11,1093.04,24,9.51,4.31,PLONEOUR-LANVERN,29174,1,1
H1,15.67,32,9,975.17,24,8.49,4.32,PLOMELIN,29170,1,1
H1,15.59,32,9,982.26,24,8.55,4.42,SAINT-EVARZEC,29247,1,1
H1,15.45,35,10,1117.88,23,9.61,4.35,LA FORET-FOUESNANT,29057,1,1
H1,15.23,35,10,1127.94,23,9.71,4.1,ROSPORDEN,29241,1,1
H1,15.27,35,10,1125.64,23,9.8,4.1,BANNALEC,29004,1,1
H1,15.29,35,9,1127.36,22,9.85,4.23,SAINT-THURIEN,29269,1,1
H1,15.22,35,10,1122.07,22,9.77,4.29,QUERRIEN,29230,1,1
H1,15.57,42,12,1100.29,23,9.48,4.02,BERNE,56014,1,1
H1,15.29,42,12,1111.84,23,9.51,4.19,INGUINIEL,56089,1,1
H1,15.29,42,10,1108.33,22,9.39,3.85,BUBRY,56026,1,1
H1,15.68,46,11,869.32,25,7.29,4.08,MELRAND,56128,1,1
H1,15.51,44,10,875.41,25,7.41,4.1,PLUMELIAU-BIEUZY,56173,1,1
H1,15.62,44,11,859.99,25,7.33,4.21,EVELLYS,56144,1,1
H1,15.55,44,10,859.1,25,7.39,4.23,REGUINY,56190,1,1
H1,15.7,44,10,852.76,24,7.37,4.04,FORGES DE LANOUEE,56102,1,1
H1,15.77,45,10,763.67,25,6.62,4.0,FORGES DE LANOUEE,56102,1,1
H1,15.93,45,10,756.12,24,6.58,3.92,LOYAT,56122,1,1
H1,15.79,45,11,761.78,25,6.65,4.3,NEANT-SUR-YVEL,56145,1,1
H1,15.09,47,12,830.96,24,7.22,4.42,PAIMPONT,35211,1,1
H1,15.34,47,11,822.03,24,7.05,4.54,PAIMPONT,35211,1,1
H1,15.63,47,11,813.5,23,7.04,4.5,TREFFENDEL,35340,1,1
H1,15.91,49,12,704.02,24,6.3,4.42,BREAL-SOUS-MONTFORT,35037,1,1
H1,16.23,48,11,684.57,24,6.21,4.31,GOVEN,35123,1,1
H1,16.26,48,11,685.63,24,6.12,4.21,CHARTRES-DE-BRETAGNE,35066,1,1
H1,16.13,48,12,689.2,24,6.12,4.27,NOUVOITOU,35204,1,1
H1,16.05,48,12,696.66,24,6.14,4.23,CHATEAUGIRON,35069,1,1
H1,15.9,48,12,705.64,24,6.2,4.32,LOUVIGNE-DE-BAIS,35161,1,1
H1,15.96,52,14,750.02,24,6.42,4.07,VERGEAL,35350,1,1
H1,15.43,48,12,843.45,22,7.28,4.15,ARGENTRE-DU-PLESSIS,35006,1,1
H1,15.34,52,13,795.04,24,6.89,4.13,LE PERTRE,35217,1,1
H1,15.48,52,14,791.75,24,6.8,4.42,LOIRON-RUILLE,53137,1,1
H1,15.61,52,13,780.32,24,6.78,4.62,SAINT-BERTHEVIN,53201,1,1
H1,15.79,51,13,770.72,24,6.7,4.63,BONCHAMP-LES-LAVAL,53034,1,1
H1,15.71,52,13,775.64,24,6.73,4.27,LOUVIGNE,53141,1,1
H1,15.67,52,14,792.72,25,6.77,4.3,VAIGES,53267,1,1
H1,15.68,53,14,792.35,25,6.77,4.3,SAINTE-SUZANNE-ET-CHAMMES,53255,1,1
H1,15.29,54,15,814.74,24,6.96,4.23,TORCE-VIVIERS-EN-CHARNIE,53265,1,1
H1,15.36,55,14,765.43,23,6.53,4.33,NEUVILLETTE-EN-CHARNIE,72218,1,1
H1,15.93,57,16,724.58,24,6.36,4.2,BERNAY-NEUVY-EN-CHAMPAGNE,72219,1,1
H1,15.81,57,16,735.34,23,6.46,4.4,CURES,72111,1,1
H1,16.07,56,16,723.02,23,6.38,4.4,LA MILESSE,72198,1,1
H1,16.14,57,16,718.42,24,6.39,3.96,NEUVILLE-SUR-SARTHE,72217,1,1
H1,16.17,56,16,718.11,24,6.28,4.23,SAINT-CORNEILLE,72275,1,1
H1,16.04,57,16,723.96,24,6.32,4.23,LA CHAPELLE-SAINT-REMY,72067,1,1
H1,15.98,57,16,723.47,23,6.3,4.02,VOUVRAY-SUR-HUISNE,72383,1,1
H1,15.72,59,16,727.52,23,6.31,4.65,SAINT-MAIXENT,72296,1,1
H1,15.6,60,17,730.0,22,6.33,4.5,MONTMIRAIL,72208,1,1
H1,15.23,61,17,716.78,23,6.29,4.62,COUETRON-AU-PERCHE,41248,1,1
H1,15.29,60,17,711.36,23,6.34,4.46,VALD'YERRE,28012,1,1
H1,15.17,58,17,674.99,23,5.93,4.23,VALD'YERRE,28012,1,1
H1,15.21,58,16,671.16,22,5.94,4.2,SAINT-DENIS-LANNERAY,28334,1,1
H1,15.38,60,17,612.38,23,5.28,4.33,CHATEAUDUN,28088,1,1
H1,15.44,60,17,609.73,23,5.28,4.19,MOLEANS,28256,1,1
H1,15.46,60,17,611.54,23,5.19,4.07,VARIZE,28400,1,1
H1,15.44,60,17,612.35,23,5.19,4.05,GUILLONVILLE,28190,1,1
H1,15.48,61,17,610.76,23,5.19,4.07,TERMINIERS,28382,1,1
H1,15.38,59,17,611.23,23,5.21,3.98,POUPRY,28303,1,1
H1,15.71,63,19,641.55,23,5.4,4.15,TRINAY,45330,1,1
H1,15.68,64,19,643.06,22,5.41,4.23,CROTTES-EN-PITHIVERAIS,45118,1,1
H1,15.77,64,19,643.56,22,5.39,4.33,MAREAU-AUX-BOIS,45195,1,1
H1,15.63,65,20,696.33,22,6.0,4.37,BOUILLY-EN-GATINAIS,45045,0,0
H1,15.66,65,20,701.43,21,6.06,4.35,BARVILLE-EN-GATINAIS,45021,0,0
H1,15.86,65,21,696.29,21,6.04,4.35,AUXY,45018,0,0
H1,15.91,65,20,694.97,21,5.99,4.29,SCEAUX-DU-GATINAIS,45303,0,0
H1,15.84,65,20,693.4,22,6.04,4.29,NARGIS,45222,0,0
H1,15.73,65,20,696.64,22,6.05,4.3,FERRIERES-EN-GATINAIS,45145,0,0
H1,15.44,65,21,708.63,22,6.12,4.31,MERINVILLE,45201,0,0
H1,15.42,66,22,774.49,21,6.72,4.02,FOUCHEROLLES,45149,0,0
H1,15.25,67,21,781.19,22,6.77,4.2,EGRISELLES-LE-BOCAGE,89151,0,0
H1,15.78,66,21,710.62,22,6.04,4.37,MARSANGY,89245,0,0
H1,15.48,67,21,793.19,21,6.81,4.08,VILLENEUVE-SUR-YONNE,89464,0,0
H1,15.1,67,22,809.26,21,6.97,4.15,DIXMONT,89142,0,0
H1,14.85,68,22,823.04,21,7.01,4.28,VILLECHETIVE,89451,0,0
H1,14.89,68,22,817.33,21,6.99,4.3,CHAILLEY,89069,0,0
H1,14.84,70,22,825.85,20,6.88,4.13,SORMERY,89398,0,0
H1,15.29,70,23,796.75,21,6.65,4.0,AUXON,10018,0,0
H1,15.44,70,23,791.1,21,6.61,4.01,CHAMOY,10074,0,0
H1,15.38,71,23,793.03,21,6.69,3.99,LES LOGES-MARGUERON,10202,0,0
H1,15.13,71,24,805.14,20,6.78,4.1,LANTAGES,10188,0,0
H1,15.2,73,24,863.34,20,7.42,4.12,VILLEMORIEN,10418,0,0
H1,15.21,74,25,862.92,20,7.46,4.06,CELLES-SUR-OURCE,10070,0,0
H1,14.8,74,26,881.95,20,7.6,3.75,NOE-LES-MALLETS,10264,0,0
H1,14.37,74,25,901.66,20,7.8,3.73,FONTETTE,10155,0,0
H1,14.85,75,25,956.33,20,8.36,4.06,LAFERTE-SUR-AUBE,52258,0,0
H1,14.91,74,25,952.81,20,8.33,4.06,PONT-LA-VILLE,52399,0,0
H1,14.88,74,25,951.54,19,8.36,3.85,BRICON,52076,0,0
H1,14.5,75,25,965.52,20,8.47,3.85,SEMOUTIERS-MONTSAON,52469,0,0
H1,14.25,74,26,975.27,19,8.52,3.87,VERBIESLES,52514,0,0
H1,13.78,73,25,995.07,20,8.61,3.8,SARCEY,52459,0,0
H1,13.61,71,25,960.22,20,8.38,4.13,NOGENT,52353,0,0
H1,13.85,72,24,952.12,20,8.23,4.37,NOYERS,52358,0,0
H1,13.97,72,24,943.21,20,8.2,4.45,BREUVANNES-EN-BASSIGNY,52074,0,0
H1,13.34,71,24,998.97,19,8.52,4.37,ROMAIN-AUX-BOIS,88394,0,0
H1,13.64,72,24,987.48,19,8.38,4.7,SERECOURT,88455,0,0
H1,14.3,74,27,967.7,19,8.34,4.48,BLEURVILLE,88061,0,0
H1,14.44,75,27,1070.79,20,9.39,4.73,ATTIGNY,88016,0,0
H1,13.52,75,27,1121.66,19,9.7,4.46,GRUEY-LES-SURANCE,88221,0,0
H1,14.08,76,27,1105.75,19,9.6,4.37,LA VOGE-LES-BAINS,88029,0,0
H1,13.25,75,27,1151.94,20,9.95,4.25,XERTIGNY,88530,0,0
H1,13.03,78,29,1585.62,18,13.67,4.45,BELLEFONTAINE,88048,0,0
H1,13.21,79,30,1573.53,18,13.45,4.33,SAINT-NABORD,88429,0,0
H1,13.02,79,30,1582.47,18,13.63,4.23,LE SYNDICAT,88462,0,0
H1,11.43,77,30,1714.6,17,14.59,4.42,ROCHESSON,88391,0,0
H1,10.52,77,29,1796.8,17,15.24,4.69,LA BRESSE,88075,0,0
H1,10.31,77,28,1705.72,17,14.25,4.85,METZERAL,68204,0,0
H1,11.88,76,27,1542.82,17,12.8,4.79,BREITENBACH-HAUT-RHIN,68051,0,0
H1,13.36,75,26,1466.46,17,12.41,4.71,OSENBACH,68251,0,0
H1,15.39,76,26,744.2,19,6.3,4.87,ROUFFACH,68287,0,0
H1,15.52,75,25,747.98,20,6.25,4.7,SAINTE-CROIX-EN-PLAINE,68295,0,0
H1,15.54,75,25,747.47,20,6.25,4.57,OBERSAASHEIM,68246,0,0
H1,15.48,75,26,752.75,21,6.29,4.5,GEISWASSER,68104,0,0
H1,15.71,30,8,807.06,25,6.95,4.13,AUDIERNE,29003,1,1
H1,15.52,29,8,814.47,25,7.02,4.13,PLOUHINEC,29197,1,1
H1,15.66,36,11,1109.15,24,9.68,4.4,LANDUDEC,29108,1,1
H1,15.34,36,11,1121.38,24,9.79,4.29,PLOGASTEL-SAINT-GERMAIN,29167,1,1
H1,15.57,35,10,1107.48,23,9.64,4.23,QUIMPER,29232,1,1
H1,15.62,35,9,1106.0,23,9.62,4.33,ERGUE-GABERIC,29051,1,1
H1,15.25,35,9,1125.48,23,9.71,4.3,ELLIANT,29049,1,1
H1,14.89,35,10,1145.5,23,9.9,4.2,TOURCH,29281,1,1
H1,14.8,38,11,1247.98,21,10.66,4.25,SCAER,29274,1,1
H1,15.03,42,12,1132.82,22,9.71,4.29,GUISCRIFF,56081,1,1
H1,15.43,42,12,1105.0,23,9.35,4.38,LE FAOUET,56057,1,1
H1,15.27,42,12,1099.68,23,9.4,4.19,PRIZIAC,56182,1,1
H1,15.2,42,11,1103.54,23,9.49,4.17,LIGNOL,56110,1,1
H1,15.2,42,10,1110.28,22,9.42,3.85,LOCMALO,56113,1,1
H1,15.02,45,11,883.89,24,7.51,4.0,GUERN,56076,1,1
H1,15.48,44,10,863.8,24,7.33,4.06,PONTIVY,56178,1,1
H1,15.42,43,10,871.0,24,7.46,4.2,NOYAL-PONTIVY,56151,1,1
H1,15.49,43,10,866.61,24,7.42,4.04,CREDIN,56047,1,1
H1,15.57,44,10,860.81,25,7.29,4.04,SAINT-ETIENNE-DU-GUE-DE-L'ISLE,22288,1,1
H1,15.42,42,9,849.59,22,7.12,4.06,FORGES DE LANOUEE,56102,1,1
H1,15.73,45,10,767.41,24,6.66,4.2,MENEAC,56129,1,1
H1,15.83,45,10,767.14,25,6.6,4.17,SAINT-BRIEUC-DE-MAURON,56208,1,1
H1,15.55,46,10,757.22,23,6.45,4.2,GAEL,35117,1,1
H1,15.5,46,10,759.13,23,6.46,4.2,SAINT-MALON-SUR-MEL,35290,1,1
H1,15.52,46,10,754.51,23,6.55,4.21,IFFENDIC,35133,1,1
H1,16.11,47,11,787.61,24,6.79,4.25,CINTRE,35080,1,1
H1,16.23,48,11,684.24,24,6.17,4.31,LE RHEU,35240,1,1
H1,16.21,48,11,687.61,24,6.13,4.28,RENNES,35238,1,1
H1,16.09,48,11,691.85,24,6.12,4.28,CESSON-SEVIGNE,35051,1,1
H1,16.01,48,12,699.13,23,6.19,4.42,BRECE,35039,1,1
H1,15.54,48,11,832.6,22,7.25,4.46,CHATEAUBOURG,35068,1,1
H1,15.52,48,11,833.5,22,7.25,4.46,POCE-LES-BOIS,35229,1,1
H1,15.34,48,12,845.39,22,7.35,4.37,VITRE,35360,1,1
H1,15.13,50,13,863.7,23,7.41,4.37,BOURGON,53040,1,1
H1,15.12,50,13,864.17,23,7.42,4.37,OLIVET,53169,1,1
H1,15.5,52,14,787.99,24,6.88,4.29,SAINT-GERMAIN-LE-FOUILLOUX,53224,1,1
H1,15.68,52,13,781.21,24,6.78,4.47,SAINT-JEAN-SUR-MAYENNE,53229,1,1
H1,15.61,52,14,787.14,24,6.77,4.19,CHALONS-DU-MAINE,53049,1,1
H1,15.7,53,14,792.31,25,6.71,4.6,BREE,53043,1,1
H1,15.65,53,14,794.43,25,6.73,4.6,EVRON,53097,1,1
H1,15.24,54,15,819.28,24,7.01,4.43,ASSE-LE-BERENGER,53010,1,1
H1,15.23,55,15,771.72,23,6.58,4.35,ROUESSE-VASSE,72255,1,1
H1,15.49,54,14,758.4,23,6.47,4.33,ROUEZ,72256,1,1
H1,15.88,57,17,731.26,23,6.46,4.25,MEZIERES-SOUS-LAVARDIN,72197,1,1
H1,16.13,56,16,721.91,23,6.37,4.18,SAINT-JEAN-D'ASSE,72290,1,1
H1,16.19,56,16,719.29,23,6.36,4.18,BALLON-SAINT MARS,72023,1,1
H1,16.0,57,16,726.68,24,6.33,4.12,BEAUFAY,72026,1,1
H1,15.79,59,16,727.12,23,6.29,3.95,BONNETABLE,72039,1,1
H1,15.77,59,17,728.51,23,6.32,4.04,SAINT-AUBIN-DES-COUDRAIS,72267,1,1
H1,15.92,59,16,720.41,23,6.26,4.38,CHERRE-AU,72080,1,1
H1,15.45,60,17,741.0,23,6.45,4.45,THELIGNY,72353,1,1
H1,14.69,60,17,746.7,22,6.39,4.42,AUTHON-DU-PERCHE,28018,1,1
H1,14.87,59,16,735.14,21,6.33,4.35,LES AUTELS-VILLEVILLON,28016,1,1
H1,15.09,59,16,682.55,22,5.92,4.35,UNVERRE,28398,1,1
H1,15.12,58,16,679.02,22,5.95,4.52,GOHORY,28182,1,1
H1,15.22,60,17,617.55,23,5.31,4.37,MONTHARVILLE,28260,1,1
H1,15.29,58,16,612.81,22,5.35,4.29,SAINT-MAUR-SUR-LE-LOIR,28353,1,1
H1,15.28,58,16,615.44,23,5.33,4.15,NEUVY-EN-DUNOIS,28277,1,1
H1,15.42,60,17,611.5,23,5.27,3.88,EOLE-EN-BEAUCE,28406,1,1
H1,15.43,60,18,611.88,24,5.24,4.08,TILLAY-LE-PENEUX,28390,1,1
H1,15.32,58,17,613.13,22,5.27,4.12,BAZOCHES-LES-HAUTES,28029,1,1
H1,15.32,58,17,612.88,22,5.27,4.1,TOURY,28391,1,1
H1,15.66,64,19,641.69,22,5.39,4.23,GRENEVILLE-EN-BEAUCE,45160,1,1
H1,15.75,64,19,640.88,22,5.38,4.45,PITHIVIERS-LE-VIEIL,45253,1,1
H1,15.76,64,19,640.41,22,5.38,4.43,BONDAROY,45038,1,1
H1,15.63,65,20,697.12,21,6.05,4.37,LA NEUVILLE-SUR-ESSONNE,45225,0,0
H1,15.78,65,20,695.0,21,5.98,4.37,BROMEILLES,45056,0,0
H1,15.66,63,19,665.79,22,5.63,4.15,MAISONCELLES-EN-GATINAIS,77271,1,1
H1,15.71,64,20,665.09,22,5.62,4.21,CHATEAU-LANDON,77099,1,1
H1,15.57,64,19,669.48,22,5.67,4.23,CHAINTREAUX,77071,1,1
H1,15.39,65,20,698.12,22,6.02,4.08,EGREVILLE,77168,0,0
H1,15.53,66,21,770.4,22,6.7,4.02,MONTACHER-VILLEGARDIN,89264,0,0
H1,15.31,66,22,778.8,21,6.76,4.02,FOUCHERES,89180,0,0
H1,15.85,66,20,705.53,22,5.96,4.07,COLLEMIERS,89113,0,0
H1,15.68,66,20,718.87,22,6.05,4.3,MALAY-LE-GRAND,89239,0,0
H1,15.62,67,20,789.94,21,6.76,4.1,LES VALLEES DE LA VANNE,89411,0,0
H1,15.17,67,21,809.21,21,6.95,3.95,COULOURS,89120,0,0
H1,14.99,68,21,817.53,21,6.89,4.1,BERULLE,10042,0,0
H1,14.89,68,21,821.68,20,6.93,4.1,SAINT-MARDS-EN-OTHE,10350,0,0
H1,14.64,68,21,826.76,21,7.08,3.92,MARAYE-EN-OTHE,10222,0,0
H1,15.1,68,22,809.19,21,6.92,4.04,JAVERNANT,10177,0,0
H1,15.59,70,22,788.25,21,6.58,4.07,LA VENDUE-MIGNOT,10402,0,0
H1,15.54,70,24,792.78,21,6.6,4.12,RUMILLY-LES-VAUDES,10331,0,0
H1,15.28,71,23,802.34,21,6.67,4.12,COURTENOT,10109,0,0
H1,15.09,74,25,870.78,20,7.52,4.03,MAGNANT,10213,0,0
H1,14.73,74,25,885.4,20,7.62,3.78,EGUILLY-SOUS-BOIS,10136,0,0
H1,14.64,75,25,889.62,20,7.69,3.78,BLIGNY,10048,0,0
H1,14.8,74,25,876.88,20,7.61,3.92,ARCONVILLE,10007,0,0
H1,14.93,75,25,947.95,20,8.29,4.01,RENNEPONT,52419,0,0
H1,14.57,75,25,964.25,20,8.47,4.01,AUTREVILLE-SUR-LA-RENNE,52031,0,0
H1,14.64,75,25,960.73,20,8.46,3.71,JONCHERY,52251,0,0
H1,14.41,75,26,971.57,20,8.5,3.9,TREIX,52494,0,0
H1,13.51,73,25,1052.1,19,9.04,4.1,BOURDONS-SUR-ROGNON,52061,0,0
H1,13.5,73,26,1045.14,19,9.05,4.15,MILLIERES,52325,0,0
H1,13.61,71,25,959.43,20,8.39,4.15,AUDELONCOURT,52025,0,0
H1,14.02,72,24,939.36,20,8.14,4.54,CHAMPIGNEULLES-EN-BASSIGNY,52101,0,0
H1,13.66,73,25,993.04,19,8.34,4.5,ROBECOURT,88390,0,0
H1,13.43,72,24,1002.08,19,8.48,4.49,MARTIGNY-LES-BAINS,88289,0,0
H1,13.48,72,25,997.12,19,8.41,4.35,VIVIERS-LE-GRAS,88517,0,0
H1,14.0,74,26,990.54,20,8.5,4.43,RELANGES,88381,0,0
H1,14.13,75,27,1091.44,20,9.5,4.54,LERRAIN,88267,0,0
H1,13.97,76,27,1111.24,19,9.63,4.35,CHARMOIS-L'ORGUEILLEUX,88092,0,0
H1,13.79,76,28,1126.72,19,9.75,4.33,UZEMAIN,88484,0,0
H1,13.59,76,28,1141.91,19,9.84,4.37,HADOL,88225,0,0
H1,13.3,76,28,1153.96,19,10.04,4.02,POUXEUX,88358,0,0
H1,12.18,77,29,1649.26,18,14.35,4.21,TENDON,88464,0,0
H1,11.62,77,30,1706.37,17,14.48,4.44,LIEZEY,88269,0,0
H1,10.95,77,29,1761.97,17,14.98,4.62,XONRUPT-LONGEMER,88531,0,0
H1,10.27,77,29,1720.58,16,14.27,4.83,LE VALTIN,88492,0,0
H1,11.63,76,28,1574.3,17,12.95,4.7,SOULTZEREN,68317,0,0
H1,13.21,75,27,832.32,18,6.99,4.67,ZIMMERBACH,68385,0,0
H1,15.45,76,26,741.55,19,6.32,4.77,COLMAR,68066,0,0
H1,15.6,75,25,742.02,19,6.23,4.8,ANDOLSHEIM,68007,0,0
H1,15.62,75,24,738.26,21,6.1,4.57,BIESHEIM,68036,0,0
H1,15.5,29,8,816.46,25,6.97,4.13,PLOGOFF,29168,1,1
H1,15.28,29,8,825.44,25,7.06,4.13,GOULIEN,29063,1,1
H1,15.19,29,8,828.95,25,7.08,4.13,PONT-CROIX,29218,1,1
H1,15.16,29,8,830.59,25,7.1,4.13,POULLAN-SUR-MER,29226,1,1
H1,15.5,36,10,1109.14,23,9.6,4.6,LE JUCH,29087,1,1
H1,15.14,35,10,1129.84,23,9.79,4.6,PLOGONNEC,29169,1,1
H1,15.16,35,11,1127.73,23,9.87,4.52,LANDREVARZEC,29106,1,1
H1,15.14,38,11,1217.14,22,10.44,4.37,BRIEC,29020,1,1
H1,14.97,38,10,1227.09,21,10.54,4.46,CORAY,29041,1,1
H1,14.77,38,10,1246.05,21,10.52,4.28,SCAER,29274,1,1
H1,15.15,42,12,1121.05,22,9.5,4.27,GOURIN,56066,1,1
H1,14.97,42,12,1122.17,23,9.55,4.4,LANGONNET,56100,1,1
H1,14.72,42,12,1141.12,22,9.66,4.37,PLOURAY,56170,1,1
H1,14.62,42,12,1147.02,22,9.72,4.38,PLOERDUT,56163,1,1
H1,14.7,41,10,1141.73,22,9.64,4.25,SEGLIEN,56242,1,1
H1,15.03,41,10,1118.7,22,9.55,4.12,CLEGUEREC,56041,1,1
H1,15.62,44,10,864.14,23,7.35,3.95,NEULLIAC,56146,1,1
H1,15.27,43,10,879.49,24,7.54,4.1,SAINT-GERAND-CROIXANVEC,56213,1,1
H1,15.27,42,9,854.81,22,7.17,4.23,LOUDEAC,22136,1,1
H1,15.18,41,9,861.42,22,7.19,4.15,SAINT-BARNABE,22275,1,1
H1,15.02,41,8,871.86,22,7.36,4.15,PLUMIEUX,22241,1,1
H1,15.36,45,10,789.4,24,6.84,4.15,MENEAC,56129,1,1
H1,15.46,45,9,769.33,22,6.36,4.03,ILLIFAUT,22083,1,1
H1,15.57,45,9,763.61,22,6.33,4.27,GAEL,35117,1,1
H1,15.57,46,10,756.92,23,6.45,4.2,SAINT-ONEN-LA-CHAPELLE,35302,1,1
H1,15.73,47,10,745.48,23,6.46,4.15,SAINT-UNIAC,35320,1,1
H1,15.71,47,10,744.38,23,6.47,4.28,BEDEE,35023,1,1
H1,15.97,48,11,697.59,24,6.21,4.53,PACE,35210,1,1
H1,16.0,48,11,694.88,24,6.22,4.42,SAINT-GREGOIRE,35278,1,1
H1,15.95,49,12,701.77,24,6.2,4.29,LIFFRE,35152,1,1
H1,15.57,47,10,753.29,23,6.54,4.2,LA BOUEXIERE,35031,1,1
H1,15.46,48,12,836.24,22,7.24,4.46,DOURDAIN,35101,1,1
H1,15.34,48,12,842.14,22,7.29,4.46,VAL-D'IZE,35347,1,1
H1,15.24,48,11,849.62,22,7.43,4.4,BALAZE,35015,1,1
H1,15.12,50,12,857.15,23,7.48,4.25,LA CROIXILLE,53086,1,1
H1,14.95,50,13,866.8,23,7.57,4.23,SAINT-HILAIRE-DU-MAINE,53226,1,1
H1,15.22,50,13,854.54,23,7.35,4.26,SAINT-GERMAIN-LE-GUILLAUME,53225,1,1
H1,15.59,52,13,785.69,23,6.81,4.3,SAINT-GERMAIN-D'ANXURE,53222,1,1
H1,15.44,52,14,795.68,24,6.84,4.19,MARTIGNE-SUR-MAYENNE,53146,1,1
H1,15.61,53,14,796.85,25,6.74,4.6,MONTSURS,53161,1,1
H1,15.34,54,14,812.87,25,6.88,4.5,SAINTE-GEMMES-LE-ROBERT,53218,1,1
H1,14.51,54,14,891.47,23,7.53,4.35,IZE,53120,1,1
H1,14.84,54,15,869.12,22,7.38,4.37,VIMARTIN-SUR-ORTHE,53249,1,1
H1,15.05,56,16,785.33,24,6.71,4.3,MONT-SAINT-JEAN,72211,1,1
H1,15.85,57,17,732.08,23,6.38,4.48,SAINT-CHRISTOPHE-DU-JAMBET,72273,1,1
H1,16.16,56,16,720.59,23,6.35,4.4,BEAUMONT-SUR-SARTHE,72029,1,1
H1,16.19,56,16,718.34,23,6.34,4.18,NOUANS,72222,1,1
H1,16.16,56,16,718.86,24,6.27,4.1,SAINT-AIGNAN,72265,1,1
H1,15.95,57,16,728.6,24,6.36,4.05,ROUPERROUX-LE-COQUET,72259,1,1
H1,15.61,59,17,737.07,24,6.35,3.96,LA CHAPELLE-DU-BOIS,72062,1,1
H1,15.23,55,15,751.3,22,6.4,4.19,AVEZE,72020,1,1
H1,14.86,56,15,769.0,22,6.5,4.53,CETON,61079,1,1
H1,14.77,59,17,744.71,22,6.35,4.35,BETHONVILLIERS,28038,1,1
H1,14.66,59,17,745.77,21,6.43,4.35,MIERMAIGNE,28252,1,1
H1,14.91,59,16,690.34,22,6.0,4.35,FRAZE,28161,1,1
H1,15.14,58,16,678.37,22,5.94,4.63,VIEUVICQ,28409,1,1
H1,15.21,58,16,621.34,22,5.39,4.62,SAUMERAY,28370,1,1
H1,15.25,58,16,620.06,22,5.38,4.48,MONTBOISSIER,28259,1,1
H1,15.21,58,17,622.02,22,5.36,4.2,LE GAULT-SAINT-DENIS,28176,1,1
